alt,typ,id,datei
8.3.2,bemerkung,verwandtschaft-mit-dem-gradientenabstieg,src/chapters/08-la-misc/S83.mdx
8.3.3,definition,korrekturiteration,src/chapters/08-la-misc/S83.mdx
8.3.4,bemerkung,fixpunktform,src/chapters/08-la-misc/S83.mdx
8.3.5,satz,konvergenz-der-korrekturiteration,src/chapters/08-la-misc/S83.mdx
8.3.6,korollar,zahl-der-iterationen,src/chapters/08-la-misc/S83.mdx
8.3.7,bemerkung,zwei-anforderungen-an-c,src/chapters/08-la-misc/S83.mdx
8.3.8,algorithmus,drei-klassische-wahlen-von-c,src/chapters/08-la-misc/S83.mdx
8.3.9,beispiel,die-drei-wahlen-an-einem-2-2-system,src/chapters/08-la-misc/S83.mdx
8.3.1,eq,korrekturiteration,src/chapters/08-la-misc/S83.mdx
8.3.2,eq,fixpunktform,src/chapters/08-la-misc/S83.mdx
8.3.3,eq,konvergenz-der-korrekturiteration,src/chapters/08-la-misc/S83.mdx
8.3.4,eq,zahl-der-iterationen,src/chapters/08-la-misc/S83.mdx
8.4.1,bemerkung,hauptidee-der-randomisierung,src/chapters/08-la-misc/S84.mdx
8.4.10,bemerkung,ein-fester-vektor-ist-nicht-jeder-vektor,src/chapters/08-la-misc/S84.mdx
8.4.11,beispiel,gauss-rademacher-subsampling,src/chapters/08-la-misc/S84.mdx
8.4.12,bemerkung,wo-skizzen-helfen,src/chapters/08-la-misc/S84.mdx
8.4.13,algorithmus,sketching-fuer-ein-kq-problem,src/chapters/08-la-misc/S84.mdx
8.4.14,beispiel,dimensionsreduktion-mit-matrix-sketching,src/chapters/08-la-misc/S84.mdx
8.4.15,bemerkung,zwei-nachtraege-zur-rechnung,src/chapters/08-la-misc/S84.mdx
8.4.2,satz,zufallsrichtungen-stehen-fast-senkrecht,src/chapters/08-la-misc/S84.mdx
8.4.3,beispiel,wie-senkrecht-ist-fast-senkrecht,src/chapters/08-la-misc/S84.mdx
8.4.4,definition,sketching-matrix-und-skizze,src/chapters/08-la-misc/S84.mdx
8.4.5,beispiel,sketching-zweier-vektoren-mit-10-000,src/chapters/08-la-misc/S84.mdx
8.4.6,satz,zufaellige-einbettung-eines-festen,src/chapters/08-la-misc/S84.mdx
8.4.7,bemerkung,warum-die-momentenbedingung-an-der,src/chapters/08-la-misc/S84.mdx
8.4.8,bemerkung,von-quadraten-zu-laengen-und-abstaenden,src/chapters/08-la-misc/S84.mdx
8.4.9,korollar,skalarprodukte-bleiben-erhalten,src/chapters/08-la-misc/S84.mdx
8.4.1,eq,eq-8-4-1,src/chapters/08-la-misc/S84.mdx
8.4.2,eq,zufaellige-einbettung-eines-festen,src/chapters/08-la-misc/S84.mdx
8.4.3,eq,zufaellige-einbettung-eines-festen-2,src/chapters/08-la-misc/S84.mdx
8.4.4,eq,zufaellige-einbettung-eines-festen-3,src/chapters/08-la-misc/S84.mdx
8.4.5,eq,dimensionsreduktion-mit-matrix-sketching,src/chapters/08-la-misc/S84.mdx
8.5.1,bemerkung,die-drei-kernideen,src/chapters/08-la-misc/S85.mdx
8.5.2,bemerkung,zwei-regler-und-ihre-preise,src/chapters/08-la-misc/S85.mdx
9.1.1,definition,multilineare-abbildung,src/chapters/09-tensoren/S91.mdx
9.1.2,bemerkung,bilinear-und-eine-warnung,src/chapters/09-tensoren/S91.mdx
9.1.3,beispiel,flaeche-eines-rechtecks,src/chapters/09-tensoren/S91.mdx
9.1.4,bemerkung,das-vierfache-geometrisch-gelesen,src/chapters/09-tensoren/S91.mdx
9.1.5,beispiel,multiplikation-reeller-zahlen,src/chapters/09-tensoren/S91.mdx
9.1.6,beispiel,skalarprodukte-sind-bilinear,src/chapters/09-tensoren/S91.mdx
9.1.7,beispiel,matrizenmultiplikation-als-bilineare,src/chapters/09-tensoren/S91.mdx
9.1.8,satz,darstellung-multilinearer-abbildungen,src/chapters/09-tensoren/S91.mdx
9.1.9,bemerkung,woher-die-koeffizienten-kommen,src/chapters/09-tensoren/S91.mdx
9.1.1,eq,darstellung-multilinearer-abbildungen,src/chapters/09-tensoren/S91.mdx
9.2.1,bemerkung,von-der-koeffizientenfamilie-zur-matrix,src/chapters/09-tensoren/S92.mdx
9.2.10,bemerkung,was-an-einer-faltungsschicht-linear-ist,src/chapters/09-tensoren/S92.mdx
9.2.11,bemerkung,warum-tensoren-eigene-rechenwerke,src/chapters/09-tensoren/S92.mdx
9.2.2,beispiel,eine-bilineare-abbildung-auf-r2-mal-r2,src/chapters/09-tensoren/S92.mdx
9.2.3,definition,tensor,src/chapters/09-tensoren/S92.mdx
9.2.4,bemerkung,stufe-und-warum-eine-menge-es-nicht-tut,src/chapters/09-tensoren/S92.mdx
9.2.5,satz,der-raum-aller-tensoren-eines-formats,src/chapters/09-tensoren/S92.mdx
9.2.6,bemerkung,stufe-und-dimension-sind-zwei,src/chapters/09-tensoren/S92.mdx
9.2.7,beispiel,ein-farbbild-als-tensor-der-stufe-3,src/chapters/09-tensoren/S92.mdx
9.2.8,beispiel,ein-stapel-bilder-als-tensor-der-stufe-4,src/chapters/09-tensoren/S92.mdx
9.2.9,beispiel,feature-maps-eine-abbildung-von-tensoren,src/chapters/09-tensoren/S92.mdx
9.2.1,eq,eq-9-2-1,src/chapters/09-tensoren/S92.mdx
9.3.1,definition,aeusseres-produkt,src/chapters/09-tensoren/S93.mdx
9.3.10,satz,das-tensorprodukt-ist-bilinear,src/chapters/09-tensoren/S93.mdx
9.3.11,beispiel,tensorprodukt-dreier-vektoren,src/chapters/09-tensoren/S93.mdx
9.3.12,definition,kroneckerprodukt,src/chapters/09-tensoren/S93.mdx
9.3.13,bemerkung,zwei-bedeutungen-zwei-zeichen,src/chapters/09-tensoren/S93.mdx
9.3.14,beispiel,kroneckerprodukt-zweier-kleiner-matrizen,src/chapters/09-tensoren/S93.mdx
9.3.15,bemerkung,transponieren-und-reihenfolge,src/chapters/09-tensoren/S93.mdx
9.3.16,beispiel,s-k-i-n-verteilt-die-eintraege,src/chapters/09-tensoren/S93.mdx
9.3.17,beispiel,i-n-k-s-ist-blockdiagonal,src/chapters/09-tensoren/S93.mdx
9.3.18,definition,separierbare-kovarianz,src/chapters/09-tensoren/S93.mdx
9.3.19,beispiel,zwei-orte-zwei-zeitpunkte,src/chapters/09-tensoren/S93.mdx
9.3.2,bemerkung,inneres-und-aeusseres-produkt,src/chapters/09-tensoren/S93.mdx
9.3.20,bemerkung,was-die-annahme-spart-und-was-sie-kostet,src/chapters/09-tensoren/S93.mdx
9.3.3,beispiel,aeusseres-produkt-zweier-vektoren,src/chapters/09-tensoren/S93.mdx
9.3.4,satz,eigenschaften-des-aeusseren-produkts,src/chapters/09-tensoren/S93.mdx
9.3.5,bemerkung,die-svd-als-summe-aeusserer-produkte,src/chapters/09-tensoren/S93.mdx
9.3.6,bemerkung,kovarianzmatrizen-sind-mittel-aeusserer,src/chapters/09-tensoren/S93.mdx
9.3.7,bemerkung,attention-skalarprodukte-in-massen,src/chapters/09-tensoren/S93.mdx
9.3.8,definition,tensorprodukt,src/chapters/09-tensoren/S93.mdx
9.3.9,bemerkung,stufen-addieren-sich-eintraege,src/chapters/09-tensoren/S93.mdx
9.3.1,eq,aeusseres-produkt,src/chapters/09-tensoren/S93.mdx
9.3.2,eq,tensorprodukt,src/chapters/09-tensoren/S93.mdx
9.3.3,eq,zwei-bedeutungen-zwei-zeichen,src/chapters/09-tensoren/S93.mdx
9.3.4,eq,separierbare-kovarianz,src/chapters/09-tensoren/S93.mdx
9.4.1,definition,tensorprodukt-von-vektorraeumen,src/chapters/09-tensoren/S94.mdx
9.4.10,bemerkung,eine-feinheit,src/chapters/09-tensoren/S94.mdx
9.4.11,beispiel,die-tensorproduktbasis-von-p-p,src/chapters/09-tensoren/S94.mdx
9.4.12,beispiel,eine-bivariate-funktion-in-dieser-basis,src/chapters/09-tensoren/S94.mdx
9.4.13,bemerkung,was-der-produktbau-bedeutet,src/chapters/09-tensoren/S94.mdx
9.4.14,bemerkung,allgemeine-dimension-und-was-sie-kostet,src/chapters/09-tensoren/S94.mdx
9.4.2,bemerkung,rechenregeln-aus-der-bilinearitaet,src/chapters/09-tensoren/S94.mdx
9.4.3,bemerkung,warum-die-universelle-eigenschaft,src/chapters/09-tensoren/S94.mdx
9.4.4,beispiel,das-tensorprodukt-von-und,src/chapters/09-tensoren/S94.mdx
9.4.5,beispiel,drei-faktoren,src/chapters/09-tensoren/S94.mdx
9.4.6,beispiel,die-einheitsmatrix-ist-kein-elementarer,src/chapters/09-tensoren/S94.mdx
9.4.7,satz,jede-matrix-ist-eine-kurze-summe,src/chapters/09-tensoren/S94.mdx
9.4.8,bemerkung,die-svd-liefert-sogar-die-kuerzeste,src/chapters/09-tensoren/S94.mdx
9.4.9,satz,tensorproduktbasis,src/chapters/09-tensoren/S94.mdx
9.4.1,eq,tensorprodukt-von-vektorraeumen,src/chapters/09-tensoren/S94.mdx
9.4.2,eq,tensorproduktbasis,src/chapters/09-tensoren/S94.mdx
9.4.3,eq,eq-9-4-3,src/chapters/09-tensoren/S94.mdx
9.5.1,bemerkung,sechs-begriffe-die-bleiben,src/chapters/09-tensoren/S95.mdx
9.5.2,definition,zusammenfassung-vektorisierung,src/chapters/09-tensoren/S95.mdx
9.5.3,satz,vektorisierung-eines-matrixprodukts,src/chapters/09-tensoren/S95.mdx
9.5.4,beispiel,die-identitaet-an-2-2-matrizen,src/chapters/09-tensoren/S95.mdx
9.5.1,eq,vektorisierung-eines-matrixprodukts,src/chapters/09-tensoren/S95.mdx
10.1.1,definition,differenzierbarkeit,src/chapters/10-differentialrechnung/S101.mdx
10.1.2,bemerkung,wenn-es-keine-eindeutige-tangente-gibt,src/chapters/10-differentialrechnung/S101.mdx
10.1.3,satz,ableitung-als-lineare-approximation,src/chapters/10-differentialrechnung/S101.mdx
10.1.4,bemerkung,was-hier-eigentlich-linear-ist,src/chapters/10-differentialrechnung/S101.mdx
10.1.5,definition,frechet-ableitung,src/chapters/10-differentialrechnung/S101.mdx
10.1.6,bemerkung,linearisierung-wie-die-definition-zu-lesen-ist,src/chapters/10-differentialrechnung/S101.mdx
10.1.7,beispiel,frechet-ableitung-von-f-x-x,src/chapters/10-differentialrechnung/S101.mdx
10.1.8,bemerkung,ausblick-andere-ableitungsbegriffe,src/chapters/10-differentialrechnung/S101.mdx
10.1.1,eq,differenzierbarkeit,src/chapters/10-differentialrechnung/S101.mdx
10.1.2,eq,frechet-ableitung,src/chapters/10-differentialrechnung/S101.mdx
10.2.1,definition,gradient,src/chapters/10-differentialrechnung/S102.mdx
10.2.10,algorithmus,gradient-gradientenabstieg,src/chapters/10-differentialrechnung/S102.mdx
10.2.11,bemerkung,warum-in-gleichung-10-2-4-ein,src/chapters/10-differentialrechnung/S102.mdx
10.2.2,bemerkung,zeilenvektor-nicht-spaltenvektor,src/chapters/10-differentialrechnung/S102.mdx
10.2.3,definition,richtungsableitung,src/chapters/10-differentialrechnung/S102.mdx
10.2.4,satz,richtung-des-staerksten-anstiegs,src/chapters/10-differentialrechnung/S102.mdx
10.2.5,bemerkung,der-gradient-steht-senkrecht-auf-der,src/chapters/10-differentialrechnung/S102.mdx
10.2.6,beispiel,gradient-einer-quadratischen-funktion,src/chapters/10-differentialrechnung/S102.mdx
10.2.7,beispiel,gradient-einer-linearen-funktion,src/chapters/10-differentialrechnung/S102.mdx
10.2.8,satz,gradient-der-quadratischen-form,src/chapters/10-differentialrechnung/S102.mdx
10.2.9,bemerkung,drei-nachtraege-zu-satz-10-2-8,src/chapters/10-differentialrechnung/S102.mdx
10.2.1,eq,eq-10-2-1,src/chapters/10-differentialrechnung/S102.mdx
10.2.2,eq,richtungsableitung,src/chapters/10-differentialrechnung/S102.mdx
10.2.3,eq,gradient-der-quadratischen-form,src/chapters/10-differentialrechnung/S102.mdx
10.2.4,eq,gradient-gradientenabstieg,src/chapters/10-differentialrechnung/S102.mdx
10.3.1,definition,jacobimatrix,src/chapters/10-differentialrechnung/S103.mdx
10.3.10,bemerkung,die-gradientenkette-eines-netzes,src/chapters/10-differentialrechnung/S103.mdx
